"player","BBRefID","BBRefBirthDate","season","pos","age","tm","g","gs","mp"
"Charles Smith","smithch04","1975-08-22","2006","SG",30,"POR",21,4,208
"Charles Smith","smithch02","1967-11-29","2006","SG",30,"POR",21,4,208
"Charles Smith","smithch01","1965-07-16","1991","PG",23,"BOS",5,0,30
"Charles Smith","smithch04","1975-08-22","1991","PG",23,"BOS",5,0,30
"Charles Smith","smithch02","1967-11-29","1991","PG",23,"BOS",5,0,30
"Charles Thomas","thomach01","1969-10-03","1992","SG",22,"DET",36,0,156
"Charlie Bell","bellch01","1979-03-12","2002","SG",22,"PHO",5,0,42
"Charlie Bell","bellch01","1979-03-12","2006","SG",26,"MIL",59,6,1283
"Charlie Bell","bellch01","1979-03-12","2002","SG",22,"DAL",2,0,2
"Charlie Bell","bellch01","1979-03-12","2011","SG",31,"GSW",19,0,171
"Charlie Bell","bellch01","1979-03-12","2007","SG",27,"MIL",82,64,2848
"Charlie Bell","bellch01","1979-03-12","2008","SG",28,"MIL",68,5,1628
"Charlie Bell","bellch01","1979-03-12","2010","SG",30,"MIL",71,39,1611
"Charlie Bell","bellch01","1979-03-12","2009","SG",29,"MIL",70,23,1783
"Charlie Brown","brownch02","1997-02-02","2021","SG",23,"OKC",9,1,152
"Charlie Brown","brownch02","1997-02-02","2020","SG",22,"ATL",10,0,40
"Charlie Villanueva","villach01","1984-08-24","2011","PF",26,"DET",76,11,1666
"Charlie Villanueva","villach01","1984-08-24","2007","PF",22,"MIL",39,17,984
"Charlie Villanueva","villach01","1984-08-24","2012","PF",27,"DET",13,0,180
"Charlie Villanueva","villach01","1984-08-24","2010","PF",25,"DET",78,16,1848
"Charlie Villanueva","villach01","1984-08-24","2008","PF",23,"MIL",76,31,1829
"Charlie Villanueva","villach01","1984-08-24","2016","PF",31,"DAL",62,4,665
"Charlie Villanueva","villach01","1984-08-24","2009","PF",24,"MIL",78,47,2095
"Charlie Villanueva","villach01","1984-08-24","2013","PF",28,"DET",69,0,1092
"Charlie Villanueva","villach01","1984-08-24","2014","PF",29,"DET",20,0,180
"Charlie Villanueva","villach01","1984-08-24","2015","PF",30,"DAL",64,1,678
"Charlie Villanueva","villach01","1984-08-24","2006","PF",21,"TOR",81,36,2361
"Charlie Ward","wardch01","1970-10-12","1998","PG",27,"NYK",82,82,2317
"Charlie Ward","wardch01","1970-10-12","1997","PG",26,"NYK",79,21,1763
"Charlie Ward","wardch01","1970-10-12","2004","PG",33,"NYK",35,10,827
"Charlie Ward","wardch01","1970-10-12","2001","PG",30,"NYK",61,33,1492
"Charlie Ward","wardch01","1970-10-12","1999","PG",28,"NYK",50,50,1556
"Charlie Ward","wardch01","1970-10-12","2005","PG",34,"HOU",14,13,360
"Charlie Ward","wardch01","1970-10-12","2000","PG",29,"NYK",72,69,1986
"Charlie Ward","wardch01","1970-10-12","2003","PG",32,"NYK",66,6,1465
"Charlie Ward","wardch01","1970-10-12","2002","PG",31,"NYK",63,0,1058
"Charlie Ward","wardch01","1970-10-12","1995","PG",24,"NYK",10,0,44
"Charlie Ward","wardch01","1970-10-12","2004","PG",33,"SAS",36,0,425
"Charlie Ward","wardch01","1970-10-12","1996","PG",25,"NYK",62,1,787
"Chase Budinger","budinch01","1988-05-22","2012","SF",23,"HOU",58,9,1298
"Chase Budinger","budinch01","1988-05-22","2016","SF",27,"IND",49,2,729
"Chase Budinger","budinch01","1988-05-22","2016","SF",27,"PHO",17,0,200
"Chase Budinger","budinch01","1988-05-22","2011","SF",22,"HOU",78,22,1738
"Chase Budinger","budinch01","1988-05-22","2013","SF",24,"MIN",23,1,508
"Chase Budinger","budinch01","1988-05-22","2015","SF",26,"MIN",67,4,1286
"Chase Budinger","budinch01","1988-05-22","2010","SF",21,"HOU",74,4,1488
"Chase Budinger","budinch01","1988-05-22","2014","SF",25,"MIN",41,8,751
"Chasson Randle","randlch01","1993-02-05","2021","PG",27,"ORL",41,5,837
"Chasson Randle","randlch01","1993-02-05","2017","PG",23,"NYK",18,0,225
"Chasson Randle","randlch01","1993-02-05","2019","PG",25,"WAS",49,2,743
"Chasson Randle","randlch01","1993-02-05","2017","PG",23,"PHI",8,0,74
"Chasson Randle","randlch01","1993-02-05","2020","PG",26,"GSW",3,0,40
"Chauncey Billups","billuch01","1976-09-25","2009","PG",32,"DET",2,2,70
"Chauncey Billups","billuch01","1976-09-25","2014","SG",37,"DET",19,7,309
"Chauncey Billups","billuch01","1976-09-25","2009","PG",32,"DEN",77,77,2719
"Chauncey Billups","billuch01","1976-09-25","2003","PG",26,"DET",74,74,2327
"Chauncey Billups","billuch01","1976-09-25","2007","PG",30,"DET",70,70,2533
"Chauncey Billups","billuch01","1976-09-25","2011","PG",34,"NYK",21,21,664
"Chauncey Billups","billuch01","1976-09-25","2000","SG",23,"DEN",13,5,305
"Chauncey Billups","billuch01","1976-09-25","2004","PG",27,"DET",78,78,2758
"Chauncey Billups","billuch01","1976-09-25","2011","PG",34,"DEN",51,51,1646
"Chauncey Billups","billuch01","1976-09-25","2008","PG",31,"DET",78,78,2522
"Chauncey Billups","billuch01","1976-09-25","2002","PG",25,"MIN",82,54,2355
"Chauncey Billups","billuch01","1976-09-25","2012","SG",35,"LAC",20,20,607
"Chauncey Billups","billuch01","1976-09-25","2001","SG",24,"MIN",77,33,1790
"Chauncey Billups","billuch01","1976-09-25","1998","PG",21,"TOR",29,26,920
"Chauncey Billups","billuch01","1976-09-25","1999","SG",22,"DEN",45,41,1488
"Chauncey Billups","billuch01","1976-09-25","2006","PG",29,"DET",81,81,2925
"Chauncey Billups","billuch01","1976-09-25","2005","PG",28,"DET",80,80,2866
"Chauncey Billups","billuch01","1976-09-25","2010","PG",33,"DEN",73,73,2490
"Chauncey Billups","billuch01","1976-09-25","2013","SG",36,"LAC",22,22,418
"Chauncey Billups","billuch01","1976-09-25","1998","PG",21,"BOS",51,44,1296
"Cheick Diallo","diallch01","1996-09-13","2020","C",23,"PHO",47,2,479
"Cheick Diallo","diallch01","1996-09-13","2019","PF",22,"NOP",64,1,896
"Cheick Diallo","diallch01","1996-09-13","2018","PF",21,"NOP",52,0,581
"Cheick Diallo","diallch01","1996-09-13","2017","PF",20,"NOP",17,0,199
"Cheikh Samb","sambch01","1984-10-22","2009","C",24,"DEN",6,0,24
"Cheikh Samb","sambch01","1984-10-22","2008","C",23,"DET",4,0,31
"Cheikh Samb","sambch01","1984-10-22","2009","C",24,"NYK",2,0,8
"Cheikh Samb","sambch01","1984-10-22","2009","C",24,"LAC",10,0,51
"Cherokee Parks","parksch02","1972-10-11","1996","C",23,"DAL",64,3,869
"Cherokee Parks","parksch02","1972-10-11","2001","C",28,"WAS",13,0,178
"Cherokee Parks","parksch02","1972-10-11","1999","C",26,"VAN",48,41,1118
"Cherokee Parks","parksch02","1972-10-11","2004","C",31,"GSW",12,0,64
"Cherokee Parks","parksch02","1972-10-11","1998","C",25,"MIN",79,43,1703
"Cherokee Parks","parksch02","1972-10-11","2003","PF",30,"LAC",30,18,648
"Cherokee Parks","parksch02","1972-10-11","1997","PF",24,"MIN",76,0,961
"Cherokee Parks","parksch02","1972-10-11","2002","C",29,"SAS",42,1,234
"Cherokee Parks","parksch02","1972-10-11","2000","C",27,"VAN",56,14,808
"Cherokee Parks","parksch02","1972-10-11","2001","C",28,"LAC",52,31,876
"Chimezie Metu","metuch01","1997-03-22","2021","C",23,"SAC",36,6,488
"Chimezie Metu","metuch01","1997-03-22","2020","C",22,"SAS",18,0,105
"Chimezie Metu","metuch01","1997-03-22","2019","PF",21,"SAS",29,0,145
"Chinanu Onuaku","onuakch01","1996-11-01","2018","C",21,"HOU",1,0,22
"Chinanu Onuaku","onuakch01","1996-11-01","2017","C",20,"HOU",5,1,52
"Chris Andersen","anderch01","1978-07-07","2015","C",36,"MIA",60,20,1132
"Chris Andersen","anderch01","1978-07-07","2011","C",32,"DEN",45,0,732
"Chris Andersen","anderch01","1978-07-07","2009","C",30,"DEN",71,1,1460
"Chris Andersen","anderch01","1978-07-07","2017","C",38,"CLE",12,0,114
"Chris Andersen","anderch01","1978-07-07","2012","C",33,"DEN",32,1,486
"Chris Andersen","anderch01","1978-07-07","2016","C",37,"MIA",7,1,36
"Chris Andersen","anderch01","1978-07-07","2008","C",29,"NOH",5,0,34
"Chris Andersen","anderch01","1978-07-07","2003","C",24,"DEN",59,3,907
"Chris Andersen","anderch01","1978-07-07","2014","C",35,"MIA",72,0,1396
"Chris Andersen","anderch01","1978-07-07","2016","C",37,"MEM",20,14,366
"Chris Andersen","anderch01","1978-07-07","2010","PF",31,"DEN",76,0,1695
"Chris Andersen","anderch01","1978-07-07","2006","C",27,"NOK",32,2,570
"Chris Andersen","anderch01","1978-07-07","2004","PF",25,"DEN",71,0,1029
"Chris Andersen","anderch01","1978-07-07","2002","C",23,"DEN",24,1,262
"Chris Andersen","anderch01","1978-07-07","2013","C",34,"MIA",42,0,624
"Chris Andersen","anderch01","1978-07-07","2005","C",26,"NOH",67,2,1430
"Chris Anstey","anstech01","1975-01-01","1999","C",24,"DAL",41,4,470
"Chris Anstey","anstech01","1975-01-01","2000","C",25,"CHI",73,11,1007
"Chris Anstey","anstech01","1975-01-01","1998","C",23,"DAL",41,8,680
"Chris Babb","babbch01","1990-02-14","2014","SG",23,"BOS",14,0,132
"Chris Bosh","boshch01","1984-03-24","2006","C",21,"TOR",70,70,2751
"Chris Bosh","boshch01","1984-03-24","2013","C",28,"MIA",74,74,2454
"Chris Bosh","boshch01","1984-03-24","2014","C",29,"MIA",79,79,2531
"Chris Bosh","boshch01","1984-03-24","2011","PF",26,"MIA",77,77,2795
"Chris Bosh","boshch01","1984-03-24","2010","C",25,"TOR",70,70,2526
"Chris Bosh","boshch01","1984-03-24","2004","C",19,"TOR",75,63,2510
"Chris Bosh","boshch01","1984-03-24","2012","PF",27,"MIA",57,57,2007
"Chris Bosh","boshch01","1984-03-24","2016","PF",31,"MIA",53,53,1778
"Chris Bosh","boshch01","1984-03-24","2009","C",24,"TOR",77,77,2928
"Chris Bosh","boshch01","1984-03-24","2015","C",30,"MIA",44,44,1556
"Chris Bosh","boshch01","1984-03-24","2007","C",22,"TOR",69,69,2658
"Chris Bosh","boshch01","1984-03-24","2005","PF",20,"TOR",81,81,3017
"Chris Bosh","boshch01","1984-03-24","2008","C",23,"TOR",67,67,2425
"Chris Boucher","bouchch01","1993-01-11","2019","PF",26,"TOR",28,0,163
"Chris Boucher","bouchch01","1993-01-11","2021","C",28,"TOR",60,14,1453
"Chris Boucher","bouchch01","1993-01-11","2020","C",27,"TOR",62,0,819
"Chris Boucher","bouchch01","1993-01-11","2018","PF",25,"GSW",1,0,1
"Chris Carr","carrch01","1974-03-12","1999","SG",24,"MIN",11,2,81
"Chris Carr","carrch01","1974-03-12","2000","SF",25,"CHI",50,2,1092
"Chris Carr","carrch01","1974-03-12","1999","SG",24,"NJN",28,2,364
"Chris Carr","carrch01","1974-03-12","2000","SG",25,"GSW",7,0,74
"Chris Carr","carrch01","1974-03-12","2001","SG",26,"BOS",35,0,309
"Chris Carr","carrch01","1974-03-12","1996","SG",21,"PHO",60,10,590
"Chris Carr","carrch01","1974-03-12","1997","SG",22,"MIN",55,10,830
"Chris Carr","carrch01","1974-03-12","1998","SG",23,"MIN",51,40,1165
"Chris Childs","childch01","1967-11-20","1999","PG",31,"NYK",48,0,1297
"Chris Childs","childch01","1967-11-20","1998","PG",30,"NYK",68,0,1599
"Chris Childs","childch01","1967-11-20","1996","PG",28,"NJN",78,54,2408
"Chris Childs","childch01","1967-11-20","2001","PG",33,"TOR",26,0,550
"Chris Childs","childch01","1967-11-20","1997","PG",29,"NYK",65,61,2076
"Chris Childs","childch01","1967-11-20","2002","PG",34,"TOR",69,4,1576
"Chris Childs","childch01","1967-11-20","2000","PG",32,"NYK",71,2,1675
"Chris Childs","childch01","1967-11-20","2001","PG",33,"NYK",51,5,1309
"Chris Childs","childch01","1967-11-20","2003","PG",35,"NJN",12,0,106
"Chris Childs","childch01","1967-11-20","1995","PG",27,"NJN",53,11,1021
"Chris Chiozza","chiozch01","1995-11-21","2020","PG",24,"WAS",10,0,123
"Chris Chiozza","chiozch01","1995-11-21","2021","PG",25,"BRK",22,1,232
"Chris Chiozza","chiozch01","1995-11-21","2019","PG",23,"HOU",7,0,33
"Chris Chiozza","chiozch01","1995-11-21","2020","PG",24,"BRK",18,2,278
"Chris Clemons","clemoch01","1997-07-23","2020","SG",22,"HOU",33,0,291
"Chris Copeland","copelch01","1984-03-17","2016","PF",31,"MIL",24,1,156
"Chris Copeland","copelch01","1984-03-17","2014","SF",29,"IND",41,0,265
"Chris Copeland","copelch01","1984-03-17","2013","PF",28,"NYK",56,13,862
"Chris Copeland","copelch01","1984-03-17","2015","SF",30,"IND",50,12,828
"Chris Corchiani","corchch01","1968-03-28","1994","PG",25,"BOS",51,0,467
"Chris Corchiani","corchch01","1968-03-28","1992","PG",23,"ORL",51,1,741
"Chris Corchiani","corchch01","1968-03-28","1993","PG",24,"ORL",9,0,102
"Chris Corchiani","corchch01","1968-03-28","1993","PG",24,"WSB",1,0,3
"Chris Crawford","crawfch01","1975-05-13","1999","PF",23,"ATL",42,30,784
"Chris Crawford","crawfch01","1975-05-13","2003","PF",27,"ATL",5,0,38
"Chris Crawford","crawfch01","1975-05-13","2002","PF",26,"ATL",7,4,131
"Chris Crawford","crawfch01","1975-05-13","1998","PF",22,"ATL",40,0,256
"Chris Crawford","crawfch01","1975-05-13","2001","PF",25,"ATL",47,22,901
"Chris Crawford","crawfch01","1975-05-13","2000","PF",24,"ATL",55,11,668
"Chris Crawford","crawfch01","1975-05-13","2004","PF",28,"ATL",56,25,1207
"Chris Douglas-Roberts","douglch01","1987-01-08","2014","SF",27,"CHA",49,8,1016
"Chris Douglas-Roberts","douglch01","1987-01-08","2013","SG",26,"DAL",6,0,63
"Chris Douglas-Roberts","douglch01","1987-01-08","2015","SG",28,"LAC",12,0,103
"Chris Douglas-Roberts","douglch01","1987-01-08","2011","SF",24,"MIL",44,12,884
"Chris Douglas-Roberts","douglch01","1987-01-08","2010","SF",23,"NJN",67,38,1730
"Chris Douglas-Roberts","douglch01","1987-01-08","2009","SG",22,"NJN",44,3,585
"Chris Dudley","dudlech02","1965-02-22","1995","C",29,"POR",82,82,2245
"Chris Dudley","dudlech02","1965-02-22","1999","C",33,"NYK",46,16,685
"Chris Dudley","dudlech02","1965-02-22","2002","C",36,"POR",43,2,327
"Chris Dudley","dudlech02","1965-02-22","1993","C",27,"NJN",71,16,1398
"Chris Dudley","dudlech02","1965-02-22","1992","C",26,"NJN",82,21,1902
"Chris Dudley","dudlech02","1965-02-22","1990","PF",24,"NJN",27,8,672
"Chris Dudley","dudlech02","1965-02-22","1994","C",28,"POR",6,3,86
"Chris Dudley","dudlech02","1965-02-22","2000","C",34,"NYK",47,3,459
"Chris Dudley","dudlech02","1965-02-22","2003","C",37,"POR",3,0,11
"Chris Dudley","dudlech02","1965-02-22","1997","C",31,"POR",81,14,1840
"Chris Dudley","dudlech02","1965-02-22","1990","PF",24,"CLE",37,22,684
"Chris Dudley","dudlech02","1965-02-22","1998","C",32,"NYK",51,22,858
"Chris Dudley","dudlech02","1965-02-22","1991","C",25,"NJN",61,25,1560
"Chris Dudley","dudlech02","1965-02-22","1996","C",30,"POR",80,61,1924
"Chris Dudley","dudlech02","1965-02-22","2001","C",35,"PHO",53,33,613
"Chris Duhon","duhonch01","1982-08-31","2010","PG",27,"NYK",67,59,2072
"Chris Duhon","duhonch01","1982-08-31","2013","PG",30,"LAL",46,9,820
"Chris Duhon","duhonch01","1982-08-31","2005","PG",22,"CHI",82,73,2177
"Chris Duhon","duhonch01","1982-08-31","2011","PG",28,"ORL",51,5,774
"Chris Duhon","duhonch01","1982-08-31","2008","PG",25,"CHI",66,18,1490
"Chris Duhon","duhonch01","1982-08-31","2009","PG",26,"NYK",79,78,2906
"Chris Duhon","duhonch01","1982-08-31","2006","PG",23,"CHI",74,38,2155
"Chris Duhon","duhonch01","1982-08-31","2012","PG",29,"ORL",63,9,1226
"Chris Duhon","duhonch01","1982-08-31","2007","PG",24,"CHI",78,30,1906
"Chris Garner","garnech01","1975-02-02","1998","PG",22,"TOR",38,0,293
"Chris Garner","garnech01","1975-02-02","2001","PG",25,"GSW",8,0,149
"Chris Gatling","gatlich01","1967-09-03","1998","PF",30,"NJN",57,16,1359
"Chris Gatling","gatlich01","1967-09-03","2000","PF",32,"ORL",45,0,1041
"Chris Gatling","gatlich01","1967-09-03","1994","C",26,"GSW",82,23,1296
"Chris Gatling","gatlich01","1967-09-03","2001","PF",33,"CLE",74,6,1670
"Chris Gatling","gatlich01","1967-09-03","1996","PF",28,"GSW",47,2,862
"Chris Gatling","gatlich01","1967-09-03","1993","PF",25,"GSW",70,11,1248
"Chris Gatling","gatlich01","1967-09-03","1995","PF",27,"GSW",58,22,1470
"Chris Gatling","gatlich01","1967-09-03","1999","C",31,"NJN",18,2,281
"Chris Gatling","gatlich01","1967-09-03","1997","PF",29,"NJN",3,0,92
"Chris Gatling","gatlich01","1967-09-03","1992","PF",24,"GSW",54,1,612
"Chris Gatling","gatlich01","1967-09-03","2000","PF",32,"DEN",40,0,770
"Chris Gatling","gatlich01","1967-09-03","1997","PF",29,"DAL",44,1,1191
"Chris Gatling","gatlich01","1967-09-03","1999","C",31,"MIL",30,1,494
"Chris Gatling","gatlich01","1967-09-03","2002","PF",34,"MIA",54,1,809
"Chris Gatling","gatlich01","1967-09-03","1996","PF",28,"MIA",24,0,565
"Chris Herren","herrech01","1975-09-27","2001","PG",25,"BOS",25,7,408
"Chris Herren","herrech01","1975-09-27","2000","PG",24,"DEN",45,1,597
"Chris Hunter","huntech01","1984-07-07","2010","C",25,"GSW",60,9,783
"Chris Jefferies","jeffech01","1980-02-13","2003","SF",22,"TOR",51,10,666
"Chris Jefferies","jeffech01","1980-02-13","2004","SF",23,"CHI",19,2,187
"Chris Jefferies","jeffech01","1980-02-13","2004","SG",23,"TOR",2,0,8
"Chris Jent","jentch01","1970-01-11","1994","SF",24,"HOU",3,0,78
"Chris Jent","jentch01","1970-01-11","1997","SF",27,"NYK",3,0,10
"Chris Johnson","johnsch04","1990-04-29","2015","SF",24,"PHI",9,2,187
"Chris Johnson","johnsch03","1985-07-15","2015","SF",24,"PHI",9,2,187
"Chris Johnson","johnsch04","1990-04-29","2012","C",26,"NOH",7,0,82
"Chris Johnson","johnsch03","1985-07-15","2012","C",26,"NOH",7,0,82
"Chris Johnson","johnsch04","1990-04-29","2015","SF",24,"UTA",12,0,211
"Chris Johnson","johnsch03","1985-07-15","2015","SF",24,"UTA",12,0,211
"Chris Johnson","johnsch04","1990-04-29","2014","SF",23,"BOS",40,0,789
"Chris Johnson","johnsch03","1985-07-15","2014","SF",23,"BOS",40,0,789
"Chris Johnson","johnsch04","1990-04-29","2016","SF",25,"UTA",70,2,857
"Chris Johnson","johnsch03","1985-07-15","2016","SF",25,"UTA",70,2,857
"Chris Johnson","johnsch04","1990-04-29","2011","C",25,"POR",10,1,106
"Chris Johnson","johnsch03","1985-07-15","2011","C",25,"POR",10,1,106
"Chris Johnson","johnsch04","1990-04-29","2013","C",27,"MIN",30,0,284
"Chris Johnson","johnsch03","1985-07-15","2013","C",27,"MIN",30,0,284
"Chris Johnson","johnsch04","1990-04-29","2013","SF",22,"MEM",8,0,102
"Chris Johnson","johnsch03","1985-07-15","2013","SF",22,"MEM",8,0,102
"Chris Johnson","johnsch04","1990-04-29","2011","C",25,"BOS",4,0,32
"Chris Johnson","johnsch03","1985-07-15","2011","C",25,"BOS",4,0,32
"Chris Johnson","johnsch04","1990-04-29","2015","SF",24,"MIL",8,0,128
"Chris Johnson","johnsch03","1985-07-15","2015","SF",24,"MIL",8,0,128
"Chris Johnson","johnsch04","1990-04-29","2012","C",26,"POR",20,0,93
"Chris Johnson","johnsch03","1985-07-15","2012","C",26,"POR",20,0,93
"Chris Kaman","kamanch01","1982-04-28","2011","C",28,"LAC",32,15,838
"Chris Kaman","kamanch01","1982-04-28","2014","C",31,"LAL",39,13,736
"Chris Kaman","kamanch01","1982-04-28","2004","C",21,"LAC",82,61,1843
"Chris Kaman","kamanch01","1982-04-28","2015","C",32,"POR",74,13,1398
"Chris Kaman","kamanch01","1982-04-28","2010","C",27,"LAC",76,76,2608
"Chris Kaman","kamanch01","1982-04-28","2007","C",24,"LAC",75,66,2176
"Chris Kaman","kamanch01","1982-04-28","2005","C",22,"LAC",63,50,1632
"Chris Kaman","kamanch01","1982-04-28","2008","C",25,"LAC",56,55,2083
"Chris Kaman","kamanch01","1982-04-28","2012","C",29,"NOH",47,33,1372
"Chris Kaman","kamanch01","1982-04-28","2006","C",23,"LAC",78,78,2560
"Chris Kaman","kamanch01","1982-04-28","2013","C",30,"DAL",66,52,1363
"Chris Kaman","kamanch01","1982-04-28","2016","C",33,"POR",16,2,112
"Chris Kaman","kamanch01","1982-04-28","2009","C",26,"LAC",31,24,921
"Chris King","kingch01","1969-07-24","1994","SF",24,"SEA",15,0,86
"Chris King","kingch01","1969-07-24","1999","SF",29,"UTA",8,0,42
"Chris King","kingch01","1969-07-24","1996","SF",26,"VAN",80,66,1930
"Chris McCray","mccrach01","1984-05-27","2007","SG",22,"MIL",5,0,12
"Chris McCullough","mcculch01","1995-02-05","2017","PF",21,"WAS",2,0,8
"Chris McCullough","mcculch01","1995-02-05","2016","PF",20,"BRK",24,4,362
"Chris McCullough","mcculch01","1995-02-05","2018","PF",22,"WAS",19,0,90
"Chris McCullough","mcculch01","1995-02-05","2017","PF",21,"BRK",14,0,72
"Chris Mihm","mihmch01","1979-07-16","2003","C",23,"CLE",52,0,809
"Chris Mihm","mihmch01","1979-07-16","2005","C",25,"LAL",75,75,1870
"Chris Mihm","mihmch01","1979-07-16","2008","C",28,"LAL",23,5,278
"Chris Mihm","mihmch01","1979-07-16","2009","C",29,"LAL",18,0,105
"Chris Mihm","mihmch01","1979-07-16","2001","C",21,"CLE",59,43,1166
"Chris Mihm","mihmch01","1979-07-16","2004","C",24,"BOS",54,16,939
"Chris Mihm","mihmch01","1979-07-16","2006","C",26,"LAL",59,56,1541
"Chris Mihm","mihmch01","1979-07-16","2004","PF",24,"CLE",22,1,391
"Chris Mihm","mihmch01","1979-07-16","2002","C",22,"CLE",74,60,1659
"Chris Mills","millsch01","1970-01-25","2002","SF",32,"GSW",66,0,1237
"Chris Mills","millsch01","1970-01-25","2001","SF",31,"GSW",15,8,493
"Chris Mills","millsch01","1970-01-25","1995","SF",25,"CLE",80,79,2814
"Chris Mills","millsch01","1970-01-25","1998","SF",28,"NYK",80,29,2183
"Chris Mills","millsch01","1970-01-25","1994","SF",24,"CLE",79,18,2022
"Chris Mills","millsch01","1970-01-25","1999","SF",29,"GSW",47,24,1395
"Chris Mills","millsch01","1970-01-25","2003","PF",33,"GSW",21,0,262
"Chris Mills","millsch01","1970-01-25","1996","SF",26,"CLE",80,80,3060
"Chris Mills","millsch01","1970-01-25","1997","SF",27,"CLE",80,79,3167
"Chris Mills","millsch01","1970-01-25","2000","SF",30,"GSW",20,11,649
"Chris Morris","morrich01","1966-01-20","1994","SF",28,"NJN",50,27,1349
"Chris Morris","morrich01","1966-01-20","1991","SF",25,"NJN",79,68,2553
